+----------+-----------------------------+-------------------+---------------------+-------------------+-------------------+--------------+--------------+------------------+
|Date      |Time                         |Global_active_power|Global_reactive_power|Voltage            |Global_intensity   |Sub_metering_1|Sub_metering_2|Sub_metering_3    |
+----------+-----------------------------+-------------------+---------------------+-------------------+-------------------+--------------+--------------+------------------+
|16/12/2006|2025-10-05T17:24:00.000+08:00|0.3747963063552418 |0.30071942446043165  |0.376090468497577  |0.37759336099585067|0.0           |0.0125        |0.5483870967741935|
|16/12/2006|2025-10-05T17:25:00.000+08:00|0.4783632084012313 |0.31366906474820144  |0.33699515347334413|0.47302904564315357|0.0           |0.0125        |0.5161290322580645|
|16/12/2006|2025-10-05T17:26:00.000+08:00|0.4796306355241717 |0.35827338129496406  |0.32600969305331173|0.47302904564315357|0.0           |0.025         |0.5483870967741935|
|16/12/2006|2025-10-05T17:27:00.000+08:00|0.48089806264711216|0.3611510791366907   |0.3405492730210021 |0.47302904564315357|0.0           |0.0125        |0.5483870967741935|
|16/12/2006|2025-10-05T17:28:00.000+08:00|0.3250045265254391 |0.3798561151079137   |0.4032310177705981 |0.32365145228215775|0.0           |0.0125        |0.5483870967741935|
|16/12/2006|2025-10-05T17:29:00.000+08:00|0.311787072243346  |0.37553956834532376  |0.3819063004846531 |0.3070539419087137 |0.0           |0.025         |0.5483870967741935|
|16/12/2006|2025-10-05T17:30:00.000+08:00|0.3282636248415716 |0.3741007194244605   |0.3841680129240713 |0.32365145228215775|0.0           |0.0125        |0.5483870967741935|
|16/12/2006|2025-10-05T17:31:00.000+08:00|0.32808256382400874|0.3741007194244605   |0.38836833602584825|0.32365145228215775|0.0           |0.0125        |0.5483870967741935|
|16/12/2006|2025-10-05T17:32:00.000+08:00|0.32518558754300203|0.36690647482014394  |0.3486268174474964 |0.32365145228215775|0.0           |0.0125        |0.5483870967741935|
|16/12/2006|2025-10-05T17:33:00.000+08:00|0.32464240449031323|0.36690647482014394  |0.34442649434571954|0.32365145228215775|0.0           |0.025         |0.5161290322580645|
|16/12/2006|2025-10-05T17:34:00.000+08:00|0.39579938439254037|0.35827338129496406  |0.31211631663974215|0.40248962655601667|0.0           |0.0125        |0.5483870967741935|
|16/12/2006|2025-10-05T17:35:00.000+08:00|0.48307079485786714|0.3381294964028777   |0.30953150242326355|0.47717842323651455|0.0           |0.0125        |0.5483870967741935|
|16/12/2006|2025-10-05T17:36:00.000+08:00|0.46605105920695283|0.34388489208633094  |0.3163166397415191 |0.46058091286307057|0.0           |0.0125        |0.5161290322580645|
|16/12/2006|2025-10-05T17:37:00.000+08:00|0.470034401593337  |0.2863309352517986   |0.3137318255250405 |0.4647302904564316 |0.0           |0.025         |0.5483870967741935|
|16/12/2006|2025-10-05T17:38:00.000+08:00|0.36013036393264536|0.3035971223021583   |0.3890145395799681 |0.3609958506224067 |0.0           |0.0125        |0.5483870967741935|
|16/12/2006|2025-10-05T17:39:00.000+08:00|0.29947492304906753|0.2028776978417266   |0.4504038772213244 |0.29045643153526973|0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:40:00.000+08:00|0.28915444504798116|0.10935251798561152  |0.43715670436187376|0.28215767634854777|0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:41:00.000+08:00|0.30363932645301467|0.11223021582733814  |0.4478190630048467 |0.29460580912863077|0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:42:00.000+08:00|0.28879232301285535|0.0                  |0.4500807754442649 |0.28215767634854777|0.0           |0.0           |0.5806451612903226|
